#query	EC	reference GO
comp34793_c0_seq1_FPKM_all:1.928_FPKM_rel:1.928_len:372_path:[0].1	EC:6.3.5	GO:0016884
comp11764_c0_seq4_FPKM_all:4.923_FPKM_rel:3.077_len:333_path:[1164,1775,1331].1	EC:1	GO:0016491
comp4429_c0_seq1_FPKM_all:45.896_FPKM_rel:45.896_len:3601_path:[0].1	EC:3.4.24	GO:0004222
comp5085_c0_seq3_FPKM_all:43.131_FPKM_rel:14.415_len:2104_path:[0,3289].1	EC:3.1.2.15	GO:0004221
comp4502_c0_seq1_FPKM_all:44.409_FPKM_rel:44.409_len:1259_path:[0,1259,1042].2	EC:1.11.1.7	GO:0004601
comp4402_c0_seq1_FPKM_all:31.685_FPKM_rel:31.685_len:5546_path:[0].3	EC:4.2.1.19	GO:0004424
comp14439_c0_seq1_FPKM_all:7.152_FPKM_rel:7.152_len:1275_path:[0,1371,264].1	EC:3.5	GO:0016810
comp14962_c0_seq1_FPKM_all:9.038_FPKM_rel:9.038_len:325_path:[0].1	EC:2.7.7.7	GO:0003887
comp38856_c0_seq1_FPKM_all:1.339_FPKM_rel:1.339_len:306_path:[0].1	EC:2.7.1	GO:0016773
comp38227_c0_seq1_FPKM_all:1.464_FPKM_rel:1.464_len:350_path:[0].1	EC:1.1	GO:0016614
comp21147_c0_seq1_FPKM_all:3.872_FPKM_rel:3.872_len:441_path:[0].1	EC:3.2.1	GO:0004553
comp21372_c0_seq1_FPKM_all:3.652_FPKM_rel:3.652_len:851_path:[0,61,69,88,860,589].1	EC:2.4.1	GO:0016758
comp13468_c0_seq1_FPKM_all:9.891_FPKM_rel:9.891_len:442_path:[0,490,138].1	EC:1.11.1.9	GO:0004602
comp12945_c0_seq1_FPKM_all:9.846_FPKM_rel:9.846_len:1620_path:[0].1	EC:2.4.1	GO:0016758
comp12181_c0_seq1_FPKM_all:10.52_FPKM_rel:10.52_len:961_path:[245,1351,341].1	EC:1	GO:0016491
comp13779_c0_seq1_FPKM_all:8.775_FPKM_rel:8.775_len:829_path:[13].1	EC:3	GO:0016787
comp12881_c0_seq1_FPKM_all:10.942_FPKM_rel:10.942_len:746_path:[0].1	EC:4.2.1.51	GO:0004664
comp2736_c1_seq9_FPKM_all:32.566_FPKM_rel:7.754_len:2731_path:[4547,4655,5312,4721,756,5459,780,1515,1543,4186,3984].1	EC:1	GO:0016491
comp3282_c0_seq1_FPKM_all:50.006_FPKM_rel:50.006_len:4766_path:[0,102,115,5134,1069,3721,3746,4843,4028].1	EC:3.2.1	GO:0004553
comp2352_c0_seq1_FPKM_all:62.662_FPKM_rel:62.646_len:2129_path:[0,575,600,2020,2039,2107,2114].3	EC:2.7	GO:0016772
comp29018_c0_seq1_FPKM_all:2.469_FPKM_rel:2.469_len:332_path:[0].1	EC:1	GO:0016491
comp28129_c0_seq1_FPKM_all:3.131_FPKM_rel:3.131_len:360_path:[0].1	EC:1.1.1	GO:0016616
comp29675_c0_seq1_FPKM_all:2.764_FPKM_rel:2.764_len:346_path:[0].1	EC:3.6.3	GO:0016820
comp22532_c0_seq1_FPKM_all:3.133_FPKM_rel:3.133_len:785_path:[0].1	EC:2.7.11	GO:0004674
comp22159_c0_seq1_FPKM_all:3.443_FPKM_rel:3.443_len:1131_path:[0].2	EC:2.7.7.6	GO:0003899
comp4_c0_seq1_FPKM_all:5637.026_FPKM_rel:5637.026_len:1593_path:[1749,1986,1872].1	EC:1.1.1	GO:0016616
comp9323_c0_seq3_FPKM_all:4.686_FPKM_rel:2.823_len:605_path:[2689,2720,827,980,1456].1	EC:3.4.23	GO:0004190
comp9854_c0_seq1_FPKM_all:20.374_FPKM_rel:10.669_len:461_path:[0,402].1	EC:2.3.3	GO:0046912
comp24450_c0_seq1_FPKM_all:2.547_FPKM_rel:1.664_len:657_path:[0,505].1	EC:1	GO:0016491
comp35825_c0_seq1_FPKM_all:1.626_FPKM_rel:1.626_len:336_path:[0].1	EC:1	GO:0016491
comp35512_c0_seq1_FPKM_all:1.767_FPKM_rel:1.767_len:406_path:[0].1	EC:1	GO:0016491
comp11577_c0_seq3_FPKM_all:9.745_FPKM_rel:5.789_len:354_path:[1471,543,1424,609].1	EC:1.11.1.7	GO:0004601
comp11731_c0_seq1_FPKM_all:14.657_FPKM_rel:8.561_len:762_path:[0,194,1107,577,618].2	EC:1	GO:0016491
comp7073_c0_seq1_FPKM_all:32.655_FPKM_rel:32.655_len:1344_path:[0].1	EC:3.2.1	GO:0004553
comp6676_c0_seq2_FPKM_all:35.078_FPKM_rel:17.712_len:1774_path:[0,228].1	EC:2.4.2.29	GO:0008479
comp6463_c0_seq3_FPKM_all:14.279_FPKM_rel:8.297_len:354_path:[896,1927,992,1627].1	EC:1	GO:0016491
comp7327_c0_seq4_FPKM_all:9.1_FPKM_rel:3.532_len:2282_path:[0,554,7201,1172,7153,1407,6909,1749,2116,2153].1	EC:3.6.3	GO:0016820
comp7076_c0_seq2_FPKM_all:15.481_FPKM_rel:7.771_len:567_path:[1126,1955,1231,1619].1	EC:1.2.1	GO:0016620
comp7823_c0_seq1_FPKM_all:19.601_FPKM_rel:11.132_len:1847_path:[0,163,183,2666,851,2432,1230,1262].1	EC:2.3.3	GO:0046912
comp4715_c0_seq2_FPKM_all:36.375_FPKM_rel:18.218_len:2276_path:[0,170,2447,457,2375,859,2324,1271].1	EC:4.1.1.37	GO:0004853
comp5132_c0_seq1_FPKM_all:54.559_FPKM_rel:54.559_len:1088_path:[0,222,229,573,610].1	EC:3.1.2.15	GO:0004221
comp15280_c0_seq3_FPKM_all:5.797_FPKM_rel:3.256_len:1196_path:[0,1801,1777,1138].1	EC:3.2.1.15	GO:0004650
comp14086_c0_seq3_FPKM_all:4.822_FPKM_rel:2.312_len:1374_path:[2651,1131,1189,1332,1863,2567,1902,1926,2327].1	EC:3	GO:0016787
comp18457_c0_seq1_FPKM_all:5.981_FPKM_rel:5.115_len:434_path:[324,166,169].1	EC:6.3.2	GO:0016881
comp19580_c0_seq2_FPKM_all:5.312_FPKM_rel:3.177_len:688_path:[0,297,635].2	EC:1.9.3.1	GO:0004129
comp13036_c0_seq1_FPKM_all:6.764_FPKM_rel:6.764_len:1626_path:[0,454,474].1	EC:1.8.4	GO:0016671
comp12796_c0_seq1_FPKM_all:9.639_FPKM_rel:4.967_len:1506_path:[2653,47,88,110,1959,452,1935].1	EC:1	GO:0016491
comp12221_c0_seq2_FPKM_all:10.436_FPKM_rel:6.065_len:1008_path:[1406,41,853,890,895].1	EC:2.4	GO:0016757
comp13796_c0_seq1_FPKM_all:6.953_FPKM_rel:6.953_len:2186_path:[0].2	EC:2.4.1.34	GO:0003843
comp30035_c0_seq1_FPKM_all:2.024_FPKM_rel:2.024_len:658_path:[0].1	EC:4	GO:0016829
comp3492_c0_seq2_FPKM_all:69.881_FPKM_rel:69.881_len:717_path:[1255,1996,1420].1	EC:1.1.1.44	GO:0004616
comp2036_c0_seq1_FPKM_all:128.467_FPKM_rel:128.467_len:1517_path:[0].1	EC:3.4	GO:0008233
comp2551_c0_seq6_FPKM_all:53.853_FPKM_rel:33.095_len:645_path:[520,567,586,2713,3412,1074].1	EC:2.1.2.1	GO:0004372
comp16043_c0_seq1_FPKM_all:5.642_FPKM_rel:5.642_len:2464_path:[0].1	EC:1.1	GO:0016614
comp22309_c0_seq1_FPKM_all:4.021_FPKM_rel:2.123_len:756_path:[0,716].1	EC:3.6.1.1	GO:0004427
comp544_c0_seq1_FPKM_all:389.694_FPKM_rel:389.694_len:1286_path:[0].2	EC:3	GO:0016787
comp515_c0_seq2_FPKM_all:371.805_FPKM_rel:371.805_len:1053_path:[0,2340,706,2190,982].1	EC:1	GO:0016491
comp8302_c0_seq9_FPKM_all:14.335_FPKM_rel:2.118_len:2080_path:[0,206,223,609,2755,991,1963].1	EC:5.5	GO:0016872
comp9252_c0_seq1_FPKM_all:16.715_FPKM_rel:14.542_len:613_path:[0,386].2	EC:2.4.1	GO:0016758
comp37085_c0_seq1_FPKM_all:1.87_FPKM_rel:1.87_len:621_path:[0].1	EC:6.3.2.19	GO:0004842
comp34104_c0_seq1_FPKM_all:1.924_FPKM_rel:1.924_len:497_path:[0].1	EC:1	GO:0016491
comp10888_c0_seq1_FPKM_all:15.549_FPKM_rel:15.549_len:1006_path:[0].1	EC:1	GO:0016491
comp7868_c0_seq1_FPKM_all:22.805_FPKM_rel:22.805_len:319_path:[461,646,656,1569,712].1	EC:3.4.25	GO:0004298
comp7723_c0_seq1_FPKM_all:4.754_FPKM_rel:2.842_len:625_path:[0,3294].2	EC:2.3.2.2	GO:0003840
comp6684_c0_seq1_FPKM_all:23.593_FPKM_rel:23.593_len:3483_path:[3821,70,3672,2107].1	EC:2.3.1	GO:0016747
comp6169_c0_seq1_FPKM_all:27.537_FPKM_rel:27.537_len:3334_path:[0].2	EC:3.2.1	GO:0004553
comp6912_c0_seq1_FPKM_all:21.708_FPKM_rel:11.084_len:3636_path:[0,3012,3105].1	EC:1.13.11	GO:0016702
comp4076_c0_seq1_FPKM_all:52.5_FPKM_rel:52.5_len:1467_path:[0].2	EC:1.11.1.7	GO:0004601
comp5201_c0_seq1_FPKM_all:39.086_FPKM_rel:39.086_len:2029_path:[0].1	EC:1	GO:0016491
comp5128_c0_seq2_FPKM_all:46.198_FPKM_rel:11.827_len:2677_path:[0,919,1968,2032].2	EC:2.1.1.43	GO:0018024
comp15180_c0_seq1_FPKM_all:6.786_FPKM_rel:6.559_len:1208_path:[347,517,530].1	EC:2.4	GO:0016757
comp15201_c0_seq1_FPKM_all:4.547_FPKM_rel:4.547_len:1615_path:[0].1	EC:3.1	GO:0016788
comp18971_c0_seq1_FPKM_all:4.755_FPKM_rel:4.755_len:589_path:[0].1	EC:2.3.1	GO:0016747
comp12796_c0_seq2_FPKM_all:10.137_FPKM_rel:5.466_len:1506_path:[2653,47,88,110,1959,452,1183].1	EC:1	GO:0016491
comp12870_c0_seq1_FPKM_all:6.079_FPKM_rel:3.157_len:1017_path:[1244,359].1	EC:1	GO:0016491
comp13099_c0_seq1_FPKM_all:9.128_FPKM_rel:9.128_len:1029_path:[23,1076,200].1	EC:3.1.3.2	GO:0003993
comp3254_c0_seq1_FPKM_all:75.773_FPKM_rel:75.773_len:1670_path:[0,1997,199,760,767,1754,1115,1408,1415].1	EC:2.7.8	GO:0016780
comp3718_c0_seq1_FPKM_all:55.448_FPKM_rel:30.074_len:1381_path:[0,817,832].2	EC:1	GO:0016491
comp3483_c0_seq5_FPKM_all:47.47_FPKM_rel:13.655_len:1008_path:[356,3084,483,1090,1112,2871].1	EC:1.1.1	GO:0016616
comp3543_c0_seq1_FPKM_all:64.117_FPKM_rel:64.117_len:1369_path:[0].1	EC:3.1.1.3	GO:0004806
comp2454_c0_seq1_FPKM_all:76.121_FPKM_rel:76.121_len:1976_path:[0].1	EC:1	GO:0016491
comp2285_c0_seq1_FPKM_all:70.618_FPKM_rel:55.962_len:1065_path:[743,2494,951,994,1002,1571,1585].1	EC:1	GO:0016491
comp26619_c0_seq1_FPKM_all:2.965_FPKM_rel:2.965_len:622_path:[0].1	EC:1.11.1.7	GO:0004601
comp28513_c0_seq1_FPKM_all:2.583_FPKM_rel:2.583_len:476_path:[0].1	EC:2.7.1.11	GO:0003872
comp17729_c0_seq1_FPKM_all:4.32_FPKM_rel:4.32_len:1431_path:[0].2	EC:1	GO:0016491
comp17458_c0_seq2_FPKM_all:4.605_FPKM_rel:1.669_len:1105_path:[1072,228,747].2	EC:2.4.1.12	GO:0016760
comp22309_c0_seq2_FPKM_all:4.093_FPKM_rel:2.303_len:801_path:[0,756].1	EC:3.6.1.1	GO:0004427
comp22168_c0_seq1_FPKM_all:3.063_FPKM_rel:3.063_len:591_path:[0].1	EC:1	GO:0016491
comp1331_c0_seq1_FPKM_all:156.705_FPKM_rel:156.705_len:1787_path:[0].2	EC:1	GO:0016491
comp1584_c0_seq1_FPKM_all:151.588_FPKM_rel:76.344_len:1832_path:[0,1868,1627].1	EC:2.1.2.1	GO:0004372
comp8057_c0_seq1_FPKM_all:16.183_FPKM_rel:16.183_len:4582_path:[0].1	EC:2.7.7.7	GO:0003887
comp8302_c0_seq10_FPKM_all:10.096_FPKM_rel:1.562_len:1749_path:[483,609,2755,991,1963].1	EC:5.5	GO:0016872
comp8552_c0_seq3_FPKM_all:23.406_FPKM_rel:17.173_len:1074_path:[485,633,656,1038].1	EC:2.4.1	GO:0016758
comp8912_c0_seq1_FPKM_all:19.043_FPKM_rel:5.047_len:1164_path:[187,3640,238,3395,549,3285,1118].2	EC:3	GO:0016787
comp9436_c0_seq1_FPKM_all:17.036_FPKM_rel:17.036_len:822_path:[0,647,651].1	EC:5.2.1.8	GO:0003755
comp10138_c0_seq3_FPKM_all:8.248_FPKM_rel:8.248_len:323_path:[816,878,885,4167].1	EC:6.1.1	GO:0016876
comp10827_c0_seq1_FPKM_all:11.769_FPKM_rel:11.769_len:2786_path:[0,3207,2831,2523,2544].1	EC:6.3.2.19	GO:0004842
comp10926_c0_seq1_FPKM_all:9.823_FPKM_rel:9.823_len:1363_path:[0,1363,1301].1	EC:2.4.1	GO:0016758
comp7340_c0_seq2_FPKM_all:10.263_FPKM_rel:10.154_len:629_path:[675,742,1623].1	EC:1	GO:0016491
comp7508_c0_seq1_FPKM_all:23.949_FPKM_rel:23.949_len:2443_path:[0].1	EC:3.6.1	GO:0016818
comp7723_c0_seq2_FPKM_all:11.385_FPKM_rel:5.94_len:552_path:[549,625,3528,3531,662,700,982,1027].1	EC:2.3.2.2	GO:0003840
comp6912_c0_seq2_FPKM_all:21.892_FPKM_rel:10.99_len:3543_path:[0,3105].1	EC:1.13.11	GO:0016702
comp4386_c0_seq1_FPKM_all:52.744_FPKM_rel:52.744_len:2405_path:[0].2	EC:1	GO:0016491
comp4413_c0_seq1_FPKM_all:51.954_FPKM_rel:35.731_len:520_path:[562,1152,643,824].1	EC:1	GO:0016491
comp4925_c0_seq1_FPKM_all:54.022_FPKM_rel:54.022_len:306_path:[37].1	EC:6.3.1.2	GO:0004356
comp14258_c0_seq1_FPKM_all:9.063_FPKM_rel:9.063_len:554_path:[0,101,1768,475,518].1	EC:3.4.16	GO:0004185
comp15180_c0_seq2_FPKM_all:4.898_FPKM_rel:2.846_len:516_path:[0,347].1	EC:2.4	GO:0016757
comp15547_c0_seq1_FPKM_all:6.788_FPKM_rel:4.696_len:800_path:[639,785,801,989,1053].1	EC:5	GO:0016853
comp14400_c0_seq1_FPKM_all:8.508_FPKM_rel:8.508_len:562_path:[0,351,359].1	EC:1	GO:0016491
comp12870_c0_seq2_FPKM_all:7.925_FPKM_rel:5.58_len:1267_path:[0,359].1	EC:1	GO:0016491
comp3483_c0_seq6_FPKM_all:48.469_FPKM_rel:14.214_len:1014_path:[356,438,483,1090,1112,1273].1	EC:1.1.1	GO:0016616
comp2941_c0_seq1_FPKM_all:82.408_FPKM_rel:82.408_len:1061_path:[0].1	EC:1	GO:0016491
comp2268_c0_seq1_FPKM_all:129.306_FPKM_rel:129.306_len:626_path:[954,1007,1020,3023,1329,2988,1388].1	EC:3.4.23	GO:0004190
comp2404_c0_seq1_FPKM_all:61.383_FPKM_rel:15.608_len:3092_path:[0,89,114,613,661,1883].1	EC:2.7.1.23	GO:0003951
comp2807_c0_seq2_FPKM_all:100.913_FPKM_rel:55.86_len:749_path:[987,2421,1129,1652,1670].1	EC:2.6.1	GO:0008483
comp3272_c0_seq1_FPKM_all:92.696_FPKM_rel:92.696_len:1724_path:[0].1	EC:2.3.1	GO:0016747
comp2285_c0_seq2_FPKM_all:41.313_FPKM_rel:30.272_len:563_path:[1585,2188,1830].1	EC:1	GO:0016491
comp16646_c0_seq1_FPKM_all:6.233_FPKM_rel:3.4_len:663_path:[0,580].2	EC:1.11.1.7	GO:0004601
comp16461_c0_seq2_FPKM_all:5.903_FPKM_rel:5.376_len:972_path:[628,1716,837,1096,1169].1	EC:2.6	GO:0016769
comp16920_c0_seq2_FPKM_all:5.353_FPKM_rel:3.714_len:938_path:[0,315,527,630,837].1	EC:3	GO:0016787
comp9_c0_seq1_FPKM_all:3905.571_FPKM_rel:3905.571_len:1990_path:[0].1	EC:1	GO:0016491
comp1046_c0_seq1_FPKM_all:89.227_FPKM_rel:89.227_len:4108_path:[0].2	EC:1	GO:0016491
comp1584_c0_seq2_FPKM_all:158.181_FPKM_rel:82.896_len:1831_path:[0,1627].1	EC:2.1.2.1	GO:0004372
comp8565_c0_seq6_FPKM_all:14.402_FPKM_rel:3.328_len:3664_path:[0,132,146,4140,462,4107,500,876,889,1278,1302,2256,2318,2477,3228,3243].4	EC:3.2.1	GO:0004553
comp9062_c0_seq1_FPKM_all:7.505_FPKM_rel:6.892_len:446_path:[1842,286,1705,351].1	EC:3.4.25	GO:0004298
comp9771_c0_seq1_FPKM_all:13.439_FPKM_rel:6.616_len:1657_path:[0,2041,1561].1	EC:2.6	GO:0016769
comp33318_c0_seq1_FPKM_all:1.837_FPKM_rel:1.837_len:316_path:[0].1	EC:2.7.7	GO:0016779
comp37932_c0_seq1_FPKM_all:1.528_FPKM_rel:1.528_len:313_path:[0].1	EC:3.2.1	GO:0004553
comp37442_c0_seq1_FPKM_all:1.581_FPKM_rel:1.581_len:324_path:[0].1	EC:3.2.1	GO:0004553
comp10138_c0_seq4_FPKM_all:6.68_FPKM_rel:4.936_len:1038_path:[1332,1434,1438,1796].1	EC:6.1.1	GO:0016876
comp10780_c0_seq2_FPKM_all:10.758_FPKM_rel:5.779_len:981_path:[0,1900,308,1821,633,1760,904].1	EC:2.4.1	GO:0016758
comp7340_c0_seq3_FPKM_all:16.291_FPKM_rel:16.187_len:652_path:[1848,742,783].1	EC:1	GO:0016491
comp7383_c0_seq1_FPKM_all:20.782_FPKM_rel:20.782_len:567_path:[1224,1344,1827].1	EC:2.7.7.4	GO:0004781
comp7723_c0_seq3_FPKM_all:10.848_FPKM_rel:10.848_len:573_path:[1792,2365,1933].1	EC:2.3.2.2	GO:0003840
comp7450_c0_seq1_FPKM_all:20.457_FPKM_rel:20.457_len:1910_path:[0,922].2	EC:1	GO:0016491
comp6229_c0_seq1_FPKM_all:31.037_FPKM_rel:31.037_len:2980_path:[0].1	EC:3.1.3	GO:0016791
comp7456_c0_seq1_FPKM_all:27.567_FPKM_rel:3.64_len:4091_path:[0,4081,2190,2937,3930,3206].3	EC:1	GO:0016491
comp4343_c0_seq1_FPKM_all:63.401_FPKM_rel:63.401_len:1023_path:[0].1	EC:1	GO:0016491
comp4405_c0_seq1_FPKM_all:54.517_FPKM_rel:54.517_len:1840_path:[0].1	EC:4.2.3.5	GO:0004107
comp4262_c0_seq1_FPKM_all:62.202_FPKM_rel:31.742_len:1359_path:[0,1309].1	EC:1	GO:0016491
comp14453_c0_seq1_FPKM_all:6.153_FPKM_rel:6.153_len:2359_path:[0,403,405].1	EC:3.2.1.55	GO:0046556
comp14258_c0_seq2_FPKM_all:5.343_FPKM_rel:5.343_len:1010_path:[554,2360,685,689,1590,1232].1	EC:3.4.16	GO:0004185
comp15547_c0_seq2_FPKM_all:5.916_FPKM_rel:3.281_len:635_path:[801,1439,1053].1	EC:5	GO:0016853
comp38911_c0_seq1_FPKM_all:1.543_FPKM_rel:1.543_len:332_path:[0].1	EC:3.1.2.15	GO:0004221
comp18902_c0_seq2_FPKM_all:3.147_FPKM_rel:1.762_len:814_path:[0,261,709,767].2	EC:1	GO:0016491
comp19186_c0_seq1_FPKM_all:5.732_FPKM_rel:5.732_len:429_path:[0].1	EC:1.15.1.1	GO:0004784
comp18905_c0_seq2_FPKM_all:4.953_FPKM_rel:3.622_len:462_path:[281,933,334,505].1	EC:2.7.7.6	GO:0003899
comp13203_c0_seq1_FPKM_all:6.22_FPKM_rel:6.22_len:1576_path:[0].1	EC:2.4.1	GO:0016758
comp31612_c0_seq1_FPKM_all:2.113_FPKM_rel:2.113_len:388_path:[0].1	EC:1	GO:0016491
comp3718_c0_seq2_FPKM_all:51.832_FPKM_rel:26.178_len:1366_path:[0,832].2	EC:1	GO:0016491
comp2747_c0_seq1_FPKM_all:92.682_FPKM_rel:92.682_len:1299_path:[0].1	EC:1	GO:0016491
comp2938_c0_seq1_FPKM_all:56.643_FPKM_rel:56.643_len:3724_path:[0].1	EC:3	GO:0016787
comp3483_c0_seq7_FPKM_all:45.27_FPKM_rel:12.597_len:1014_path:[356,438,483,1090,1112,2871].1	EC:1.1.1	GO:0016616
comp3028_c0_seq1_FPKM_all:64.938_FPKM_rel:64.938_len:1915_path:[0].2	EC:1	GO:0016491
comp27837_c0_seq1_FPKM_all:2.267_FPKM_rel:2.267_len:452_path:[0].1	EC:1	GO:0016491
comp16461_c0_seq3_FPKM_all:6.793_FPKM_rel:5.378_len:362_path:[448,618,628].1	EC:2.6	GO:0016769
comp17458_c0_seq3_FPKM_all:5.262_FPKM_rel:1.977_len:1071_path:[0,228,747].2	EC:2.4.1.12	GO:0016760
comp1682_c0_seq1_FPKM_all:134.877_FPKM_rel:134.877_len:1923_path:[0].1	EC:2.6	GO:0016769
comp489_c0_seq1_FPKM_all:164.695_FPKM_rel:164.695_len:4502_path:[0,204,220,1429,1431].2	EC:1.1.1.34	GO:0004420
comp1044_c0_seq3_FPKM_all:227.109_FPKM_rel:200.848_len:913_path:[1746,1916,1928,2428,2432].1	EC:3	GO:0016787
comp1407_c0_seq3_FPKM_all:126.843_FPKM_rel:92.14_len:311_path:[2173,2226,2239,2286,2305].1	EC:1	GO:0016491
comp458_c0_seq7_FPKM_all:152.263_FPKM_rel:19.446_len:6776_path:[2853,9695,5054,9510,7760,8131].4	EC:1	GO:0016491
comp1619_c0_seq1_FPKM_all:116.731_FPKM_rel:116.731_len:1757_path:[0].1	EC:1	GO:0016491
comp596_c0_seq1_FPKM_all:387.319_FPKM_rel:387.319_len:626_path:[0].1	EC:1.9.3.1	GO:0004129
comp9668_c0_seq1_FPKM_all:9.848_FPKM_rel:7.316_len:2941_path:[0,941].2	EC:1.4.3.21	GO:0008131
comp9668_c0_seq1_FPKM_all:9.848_FPKM_rel:7.316_len:2941_path:[0,941].2	EC:1.4.3.22	GO:0008131
comp9668_c0_seq1_FPKM_all:9.848_FPKM_rel:7.316_len:2941_path:[0,941].2	EC:1.4.3.4	GO:0008131
comp8302_c0_seq11_FPKM_all:14.619_FPKM_rel:2.187_len:2077_path:[0,223,609,2755,991,2403,1963].1	EC:5.5	GO:0016872
comp8912_c0_seq2_FPKM_all:19.429_FPKM_rel:5.259_len:1169_path:[187,3640,238,3395,549,1100,1118,1154].2	EC:3	GO:0016787
comp9570_c0_seq1_FPKM_all:11.767_FPKM_rel:11.767_len:2624_path:[0].1	EC:3.2.1	GO:0004553
comp9972_c0_seq1_FPKM_all:12.523_FPKM_rel:12.523_len:2610_path:[0].1	EC:3.1.26.5	GO:0004526
comp37647_c0_seq1_FPKM_all:1.568_FPKM_rel:1.568_len:392_path:[0].2	EC:3.4.11	GO:0004177
comp11135_c0_seq1_FPKM_all:12.895_FPKM_rel:7.458_len:490_path:[3131,3152,1115,1330,3209,1379].1	EC:2.3.1	GO:0016747
comp10138_c0_seq5_FPKM_all:8.004_FPKM_rel:4.347_len:495_path:[1332,1434,1438,2394].1	EC:6.1.1	GO:0016876
comp11563_c0_seq1_FPKM_all:8.282_FPKM_rel:8.282_len:466_path:[288,1355,1447,1460].1	EC:3.2.1.14	GO:0004568
comp10780_c0_seq3_FPKM_all:11.6_FPKM_rel:6.48_len:954_path:[0,272,308,1821,633,1760,904].1	EC:2.4.1	GO:0016758
comp10238_c0_seq3_FPKM_all:8.659_FPKM_rel:3.861_len:2627_path:[0,237,500,1050,1096,1125,1404,3987,2456].1	EC:2.7.1.107	GO:0004143
comp6188_c0_seq1_FPKM_all:27.699_FPKM_rel:15.576_len:910_path:[0,95,610,616,1416].1	EC:3.2.1	GO:0004553
comp7723_c0_seq4_FPKM_all:11.889_FPKM_rel:5.91_len:497_path:[3394,3528,3531,662,700,982,1027].1	EC:2.3.2.2	GO:0003840
comp4413_c0_seq2_FPKM_all:35.837_FPKM_rel:18.515_len:487_path:[643,1081,824].2	EC:1	GO:0016491
comp4733_c0_seq1_FPKM_all:27.726_FPKM_rel:27.726_len:611_path:[1002,1112,1171].1	EC:1	GO:0016491
comp4312_c0_seq1_FPKM_all:63.269_FPKM_rel:31.966_len:1701_path:[0,1628,155].1	EC:3.4	GO:0008233
comp4953_c0_seq1_FPKM_all:30.645_FPKM_rel:24.972_len:584_path:[1091,189,224,240,335].1	EC:1.10.2.2	GO:0008121
comp5923_c0_seq2_FPKM_all:6.136_FPKM_rel:5.934_len:1013_path:[2982,1143,5385,5399,1441].1	EC:3	GO:0016787
comp4262_c0_seq2_FPKM_all:60.332_FPKM_rel:31.036_len:1413_path:[0,1255,1309].1	EC:1	GO:0016491
comp5857_c0_seq1_FPKM_all:26.163_FPKM_rel:5.994_len:1077_path:[0,310,323,495,671,766,949].2	EC:1	GO:0016491
comp5128_c0_seq3_FPKM_all:47.251_FPKM_rel:12.091_len:2613_path:[0,919,2032].2	EC:2.1.1.43	GO:0018024
comp14258_c0_seq3_FPKM_all:3.322_FPKM_rel:3.322_len:401_path:[2213,475].1	EC:3.4.16	GO:0004185
comp14684_c0_seq1_FPKM_all:6.744_FPKM_rel:6.744_len:1408_path:[0].1	EC:3.2.1.2	GO:0016161
comp15260_c0_seq1_FPKM_all:4.569_FPKM_rel:4.569_len:1809_path:[0].2	EC:1.8.3	GO:0016670
comp20401_c0_seq2_FPKM_all:4.071_FPKM_rel:2.115_len:646_path:[412,1344,483,1264,783,1686].1	EC:2.4.1	GO:0016758
comp13581_c0_seq1_FPKM_all:8.726_FPKM_rel:8.726_len:501_path:[0].1	EC:1	GO:0016491
comp12603_c0_seq1_FPKM_all:8.899_FPKM_rel:8.899_len:1562_path:[0].2	EC:3.4.23	GO:0004190
comp13421_c0_seq3_FPKM_all:4.541_FPKM_rel:4.541_len:534_path:[0,2224,501,531].1	EC:3	GO:0016787
comp13241_c0_seq1_FPKM_all:4.215_FPKM_rel:4.215_len:316_path:[390,1731,592].1	EC:1	GO:0016491
comp30137_c0_seq1_FPKM_all:2.952_FPKM_rel:2.952_len:324_path:[0].1	EC:2.1.1	GO:0008168
comp3871_c0_seq1_FPKM_all:70.357_FPKM_rel:70.357_len:667_path:[1].1	EC:4.3.1	GO:0016841
comp3575_c0_seq2_FPKM_all:47.094_FPKM_rel:34.095_len:2307_path:[0,828].1	EC:3.4.23	GO:0004190
comp3238_c0_seq1_FPKM_all:77.388_FPKM_rel:77.388_len:2148_path:[0].2	EC:1.1.3.37	GO:0003885
comp2541_c0_seq1_FPKM_all:110.545_FPKM_rel:106.687_len:841_path:[267,1223,402,706,726].1	EC:1	GO:0016491
comp2938_c0_seq1_FPKM_all:56.643_FPKM_rel:56.643_len:3724_path:[0].2	EC:3	GO:0016787
comp2404_c0_seq2_FPKM_all:63.641_FPKM_rel:16.505_len:3044_path:[0,89,114,661,1883].1	EC:2.7.1.23	GO:0003951
comp26567_c0_seq1_FPKM_all:2.584_FPKM_rel:2.584_len:542_path:[0].1	EC:3.1.2.15	GO:0004221
comp28607_c0_seq1_FPKM_all:2.48_FPKM_rel:2.48_len:303_path:[0].1	EC:2.7.1	GO:0016773
comp16646_c0_seq2_FPKM_all:5.528_FPKM_rel:3.718_len:1038_path:[0,663].2	EC:1.11.1.7	GO:0004601
comp17482_c0_seq3_FPKM_all:5.339_FPKM_rel:2.048_len:1484_path:[0,244,250,583,1590,2678,1218].2	EC:2.7.7	GO:0016779
comp16585_c0_seq1_FPKM_all:4.941_FPKM_rel:4.941_len:1569_path:[0].1	EC:3.2.1	GO:0004553
